"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"
"3877"	"Frag: Tickets für die National Gallery"	"user-73_2014-12-17_17-46-33_utt_067.wav"	"i would like tickets for the national gallery"	"i would like tickets for the national gallery"	"correct"	"correct"
"3878"	"Frag: 3 Tickets"	"user-73_2014-12-17_17-46-33_utt_068.wav"	"i need three tickets"	"i need three tickets"	"correct"	"correct"
"3879"	"Frag: 3 Musical-Tickets"	"user-73_2014-12-17_17-46-33_utt_071.wav"	"i would like three musical tickets"	"i would like three musical tickets"	"correct"	"correct"
"3880"	"Frag: 3 Tickets für Donnerstagabend"	"user-73_2014-12-17_17-46-33_utt_072.wav"	"i would like three tickets for tuesday evening"	"i would like three tickets for thursday evening"	"correct"	"correct"
"3881"	"Frag: 3 Tickets für König der Löwen"	"user-73_2014-12-17_17-46-33_utt_073.wav"	"i would like three tickets for the lion"	"i would like three tickets for the king lion"	"incorrect"	"correct"
"3882"	"Frag: Ticket für dieses Musical"	"user-73_2014-12-17_17-46-33_utt_074.wav"	"i would like a ticket for this musical"	"i would like a ticket for this musical"	"correct"	"correct"
"3883"	"Sag: Ich möchte in der fünften Reihe sitzen"	"user-73_2014-12-17_17-46-33_utt_075.wav"	"i would like to sit in the fifth row"	"i would like to sit in the fifth row"	"correct"	"correct"
"3884"	"Frag: Tickets für das Science Museum"	"user-73_2014-12-17_17-46-33_utt_076.wav"	"i would like tickets for the science museum"	"i would like tickets for the science museum"	"correct"	"correct"
"3885"	"Frag: 3 Tickets"	"user-73_2014-12-17_17-46-33_utt_077.wav"	"i would like three tickets"	"i would like three tickets"	"correct"	"correct"
"3886"	"Frag: 3 Musical-Tickets"	"user-73_2014-12-17_17-46-33_utt_080.wav"	"i would like three musical tickets"	"i would like three musical tickets"	"correct"	"correct"
"3887"	"Frag: 3 Tickets für Mittwochabend"	"user-73_2014-12-17_17-46-33_utt_081.wav"	"i would like three tickets for wednesday evening"	"i would like three tickets for wednesday evening"	"correct"	"correct"
"3888"	"Frag: 3 Tickets für Billy Elliot"	"user-73_2014-12-17_17-46-33_utt_083.wav"	"i would like a ticket for billy elliot"	"i would like three tickets for billy elliot"	"correct"	"correct"
"3889"	"Sag: Ich möchte hinten sitzen"	"user-73_2014-12-17_17-46-33_utt_084.wav"	"i would like to sit back"	"i would like to sit back"	"incorrect"	"incorrect"
"3890"	"Frag: Tickets für das Science Museum"	"user-73_2014-12-17_17-46-33_utt_085.wav"	"i would like tickets for the science museum"	"i would like tickets for the science museum"	"correct"	"correct"
"3891"	"Frag: 2 Tickets"	"user-73_2014-12-17_17-46-33_utt_086.wav"	"i would like two tickets"	"i would like two tickets"	"correct"	"correct"
"3892"	"Sag: Mir geht es gut"	"user-73_2014-12-17_17-46-33_utt_089.wav"	"i'm fine"	"i am fine"	"correct"	"correct"
"3893"	"Frag: Sandalen"	"user-73_2014-12-17_17-46-33_utt_090.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"3894"	"Frag: weisse Sandalen"	"user-73_2014-12-17_17-46-33_utt_091.wav"	"i would like white sandals"	"i would like white sandals"	"correct"	"correct"
"3896"	"Frag: ein Sweatshirt"	"user-73_2014-12-17_17-46-33_utt_093.wav"	"i would like a sweatshirt"	"i would like a sweatshirt"	"correct"	"correct"
"3897"	"Frag: ein grünes Sweatshirt"	"user-73_2014-12-17_17-46-33_utt_094.wav"	"i would like with sweatshirt"	"i would like green sweatshirt"	"incorrect"	"correct"
"3899"	"Sag: Dies ist zu gross"	"user-73_2014-12-17_17-46-33_utt_096.wav"	"this is too large"	"this is too large"	"correct"	"correct"
"3900"	"Sag du möchtest nicht: dieses Sweatshirt"	"user-73_2014-12-17_17-46-33_utt_097.wav"	"i do not want this sweatshirt"	"i do not want this sweatshirt"	"correct"	"correct"
"3901"	"Sag, dass du es nicht möchtest"	"user-73_2014-12-17_17-46-33_utt_098.wav"	"i do not want this"	"i do not want this"	"correct"	"correct"
"3902"	"Sag: Mir geht es gut"	"user-73_2014-12-17_17-46-33_utt_101.wav"	"i'm fine"	"i'm fine"	"correct"	"correct"
"3903"	"Frag: Stiefel"	"user-73_2014-12-17_17-46-33_utt_102.wav"	"i would like boots"	"i would like boots"	"correct"	"correct"
"3904"	"Frag: rote Stiefel"	"user-73_2014-12-17_17-46-33_utt_103.wav"	"i would like red boots"	"i would like red boots"	"correct"	"correct"
"3906"	"Frag: Jeans"	"user-73_2014-12-17_17-46-33_utt_106.wav"	"i would like jeans"	"i would like jeans"	"correct"	"correct"
"3907"	"Frag: grüne Jeans"	"user-73_2014-12-17_17-46-33_utt_107.wav"	"i would like a green jeans"	"i would like green jeans"	"correct"	"correct"
"3909"	"Frag: Wie viel kostet die Jeans?"	"user-73_2014-12-17_17-46-33_utt_110.wav"	"how much does the jeans cost"	"how much does the jeans cost"	"incorrect"	"correct"
"3910"	"Sag: Dies ist zu teuer"	"user-73_2014-12-17_17-46-33_utt_111.wav"	"this is too expensive"	"this is too expensive"	"correct"	"correct"
"3911"	"Sag: Mir geht es gut"	"user-73_2014-12-17_17-46-33_utt_114.wav"	"i'm fine"	"i'm fine"	"correct"	"correct"
"3912"	"Frag: Sandalen"	"user-73_2014-12-17_17-46-33_utt_115.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"3913"	"Frag: weisse Sandalen"	"user-73_2014-12-17_17-46-33_utt_116.wav"	"i would like white sandals"	"i would like white sandals"	"correct"	"correct"
"3915"	"Frag: ein Hemd"	"user-73_2014-12-17_17-46-33_utt_119.wav"	"i would like dessert"	"i would like a shirt"	"correct"	"correct"
"3916"	"Frag: ein weisses Hemd"	"user-73_2014-12-17_17-46-33_utt_120.wav"	"i would like a sweatshirt"	"i would like a white shirt"	"correct"	"correct"
"3918"	"Frag: Wie viel kostet es?"	"user-73_2014-12-17_17-46-33_utt_123.wav"	"how much does it cost"	"how much it is coast"	"incorrect"	"correct"
"3919"	"Sag: Das Hemd ist zu teuer"	"user-73_2014-12-17_17-46-33_utt_124.wav"	"the shirt is too expensive"	"the shirt is too expensive"	"correct"	"correct"
"3920"	"Frag: einen Tee"	"user-73_2014-12-17_17-46-33_utt_127.wav"	"i would like a suite"	"i would like a tea"	"correct"	"correct"
"3921"	"Frag: den Sonntagsbraten"	"user-73_2014-12-17_17-46-33_utt_128.wav"	"i would like the sunday roast"	"i would like the sunday roast"	"correct"	"correct"
"3922"	"Frag: den Sonntagsbraten"	"user-73_2014-12-17_17-46-33_utt_129.wav"	"i would like the sunday roast"	"i would like the sunday roast"	"correct"	"correct"
"3923"	"Frag: meinen Sonntagsbraten rare"	"user-73_2014-12-17_17-46-33_utt_130.wav"	"i would like my sunday roast rare"	"i would like my sunday roast rare"	"correct"	"correct"
"3924"	"Frag: Erbsen"	"user-73_2014-12-17_17-46-33_utt_131.wav"	"i would like please"	"i would like peas"	"correct"	"correct"
"3925"	"Sag: Dies ist nicht was ich bestellt habe"	"user-73_2014-12-17_17-46-33_utt_132.wav"	"this is not what i ordered"	"this is not what i ordered"	"correct"	"correct"
"3927"	"Frag: Zitronenkuchen"	"user-73_2014-12-17_17-46-33_utt_135.wav"	"i would like a lemon cake"	"i would like the lemon cake"	"correct"	"correct"
"3928"	"Frag: Ich möchte die Rechnung"	"user-73_2014-12-17_17-46-33_utt_136.wav"	"yes i would like the bill"	"i would like the bill"	"correct"	"correct"
"3929"	"Frag: Ich möchte die Rechnung"	"user-73_2014-12-17_17-46-33_utt_137.wav"	"i would like the bill"	"i would like the bill"	"correct"	"correct"
"3931"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-73_2014-12-17_17-46-33_utt_139.wav"	"i would like to pay with post card"	"i would like to pay with post card"	"correct"	"correct"
"3932"	"Frag: 4 Musical-Tickets"	"user-73_2014-12-17_17-46-33_utt_142.wav"	"i would like four musical tickets"	"i would like four musical tickets"	"correct"	"correct"
"3933"	"Sag: Ich möchte morgen Abend gehen"	"user-73_2014-12-17_17-46-33_utt_143.wav"	"i would like to go tomorrow evening"	"i would like to go tomorrow evening"	"correct"	"correct"
"3934"	"Frag: 4 Tickets für Billy Elliot"	"user-73_2014-12-17_17-46-33_utt_144.wav"	"i would like four tickets for billy elliot"	"i would like four tickets for billy elliot"	"correct"	"correct"
"3935"	"Sag: Ich möchte in der zehnten Reihe sitzen"	"user-73_2014-12-17_17-46-33_utt_145.wav"	"i would like to sit in the tenth row"	"i would like to sit in the tenth row"	"correct"	"correct"
"3936"	"Frag: Tickets für das Science Museum"	"user-73_2014-12-17_17-46-33_utt_146.wav"	"i would like tickets for the science museum"	"i would like tickets for the science museum"	"correct"	"correct"
"3937"	"Frag: 2 Tickets"	"user-73_2014-12-17_17-46-33_utt_147.wav"	"i need two tickets"	"i need two tickets"	"correct"	"correct"
"3938"	"Frag: 2 Musical-Tickets"	"user-73_2014-12-17_17-46-33_utt_150.wav"	"i would like two musical tickets"	"i would like two musical tickets"	"correct"	"correct"
"3939"	"Frag: 2 Tickets für Samstagabend"	"user-73_2014-12-17_17-46-33_utt_151.wav"	"i would like two tickets for saturday evening"	"i would like two tickets for saturday evening"	"correct"	"correct"
"3940"	"Frag: 2 Tickets für das Phantom der Oper"	"user-73_2014-12-17_17-46-33_utt_153.wav"	"i would like two tickets for the phantom of the opera"	"i would like two tickets for the phantom the oper*v"	"incorrect"	"correct"
"3941"	"Sag: Ich möchte in der fünften Reihe sitzen"	"user-73_2014-12-17_17-46-33_utt_154.wav"	"i would like to sit in the sixth row"	"i would like to sit in the fifth row"	"correct"	"correct"
"3942"	"Frag: Tickets für Madame Tussauds"	"user-73_2014-12-17_17-46-33_utt_155.wav"	"i would like tickets for madame tussauds"	"i would like tickets for madame tussauds"	"correct"	"correct"
"3943"	"Frag: 2 Tickets"	"user-73_2014-12-17_17-46-33_utt_156.wav"	"i need two tickets"	"i need two tickets"	"correct"	"correct"
"3944"	"Sag: Mir geht es gut"	"user-73_2014-12-17_17-46-33_utt_161.wav"	"i'm fine"	"i'm fine"	"correct"	"correct"
"3945"	"Frag: Stiefel"	"user-73_2014-12-17_17-46-33_utt_162.wav"	"i would like boots"	"i would like boots"	"correct"	"correct"
"3946"	"Frag: weisse Stiefel"	"user-73_2014-12-17_17-46-33_utt_163.wav"	"i would like white boots"	"i would like white boots"	"correct"	"correct"
"3948"	"Frag: ein T-Shirt"	"user-73_2014-12-17_17-46-33_utt_166.wav"	"i would like a tee shirt"	"i would like a t-shirt"	"correct"	"correct"
"3949"	"Frag: ein weisses T-Shirt"	"user-73_2014-12-17_17-46-33_utt_167.wav"	"i would like a red tee shirt"	"i would like a white tee shirt"	"correct"	"correct"
"3951"	"Sag: Dies ist zu klein"	"user-73_2014-12-17_17-46-33_utt_170.wav"	"this is too small"	"this is too small"	"correct"	"correct"
"3952"	"Sag du möchtest nicht: dieses T-Shirt"	"user-73_2014-12-17_17-46-33_utt_171.wav"	"i do not want this t-shirt"	"i do not want this t-shirt"	"correct"	"correct"
"3953"	"Sag, dass du es nicht möchtest"	"user-73_2014-12-17_17-46-33_utt_172.wav"	"i do not want this"	"i do not want this"	"correct"	"correct"
"3954"	"Sag: Mir geht es gut"	"user-73_2014-12-17_17-46-33_utt_174.wav"	"small"	"i am fine"	"correct"	"correct"
"3955"	"Frag: Stiefel"	"user-73_2014-12-17_17-46-33_utt_175.wav"	"i would like boots"	"i would like boots"	"correct"	"correct"
"3956"	"Frag: weisse Stiefel"	"user-73_2014-12-17_17-46-33_utt_176.wav"	"i would like white boots"	"i would like white boots"	"correct"	"correct"
"3958"	"Frag: Jeans"	"user-73_2014-12-17_17-46-33_utt_178.wav"	"i would like jeans"	"i would like jeans"	"correct"	"correct"
"3961"	"Frag: Wie viel kostet es?"	"user-73_2014-12-17_17-46-33_utt_182.wav"	"how much does it cost"	"how much it is coast"	"incorrect"	"correct"
"3962"	"Sag: Dies ist zu teuer"	"user-73_2014-12-17_17-46-33_utt_183.wav"	"this is too expensive"	"this is too expensive"	"correct"	"correct"
"3963"	"Sag: Mir geht es gut"	"user-73_2014-12-17_17-46-33_utt_186.wav"	"switzerland"	"i am fine"	"correct"	"correct"
"3964"	"Frag: Stiefel"	"user-73_2014-12-17_17-46-33_utt_187.wav"	"i would like boots"	"i would like boots"	"correct"	"correct"
"3965"	"Frag: blaue Stiefel"	"user-73_2014-12-17_17-46-33_utt_188.wav"	"i would like blue boots"	"i would like blue boots"	"correct"	"correct"
"3967"	"Frag: ein Sweatshirt"	"user-73_2014-12-17_17-46-33_utt_191.wav"	"i would like a sweatshirt"	"i would like a sweatshirt"	"correct"	"correct"
"3968"	"Frag: ein braunes Sweatshirt"	"user-73_2014-12-17_17-46-33_utt_192.wav"	"i would like a sweatshirt"	"i would like a brown sweatshirt"	"correct"	"correct"
"3970"	"Sag: Dies ist zu weit"	"user-73_2014-12-17_17-46-33_utt_194.wav"	"the swim four"	"this is too far"	"incorrect"	"incorrect"
"3971"	"Sag: Dies ist zu weit"	"user-73_2014-12-17_17-46-33_utt_195.wav"	"this is too far"	"this is too far"	"incorrect"	"incorrect"
"3973"	"Sag du möchtest nicht: dieses Sweatshirt"	"user-73_2014-12-17_17-46-33_utt_197.wav"	"i do not want this sweatshirt"	"i do not want this sweatshirt"	"correct"	"correct"
"3974"	"Sag, dass du es nicht möchtest"	"user-73_2014-12-17_17-46-33_utt_198.wav"	"i do not want this"	"i do not want this"	"correct"	"correct"
"3975"	"Sag: Mir geht es gut"	"user-73_2014-12-17_17-46-33_utt_200.wav"	"hairdryer"	"i am fine"	"correct"	"correct"
"3976"	"Frag: Sandalen"	"user-73_2014-12-17_17-46-33_utt_201.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"3977"	"Frag: blaue Sandalen"	"user-73_2014-12-17_17-46-33_utt_202.wav"	"i would like blue sandals"	"i would like blue sandals"	"correct"	"correct"
"3979"	"Frag: Jeans"	"user-73_2014-12-17_17-46-33_utt_205.wav"	"i would like jeans"	"i would like jeans"	"correct"	"correct"
"3980"	"Frag: weisse Jeans"	"user-73_2014-12-17_17-46-33_utt_206.wav"	"i would like white jeans"	"i would like white jeans"	"correct"	"correct"
"3982"	"Sag: Dies ist zu weit"	"user-73_2014-12-17_17-46-33_utt_209.wav"	"this is too far"	"this is too far"	"incorrect"	"incorrect"
"3983"	"Sag: Dies ist zu weit"	"user-73_2014-12-17_17-46-33_utt_210.wav"	"this is too far"	"this is too far"	"incorrect"	"incorrect"
"3986"	"Sag, dass du es nicht möchtest"	"user-73_2014-12-17_17-46-33_utt_213.wav"	"i do not want this"	"i do not want this"	"correct"	"correct"
"3987"	"Frag: Zimmer für 1 Woche"	"user-73_2014-12-18_11-08-22_utt_003.wav"	"i would like a room for one week"	"i would like a room for one week"	"correct"	"correct"
"3988"	"Frag: Suite"	"user-73_2014-12-18_11-08-22_utt_004.wav"	"i would like a suite"	"i would like a suite"	"correct"	"correct"
"3989"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-73_2014-12-18_11-08-22_utt_006.wav"	"i would like to pay with post card"	"i would like to pay with post card"	"correct"	"correct"
"3990"	"Frag: Gibt es einen Lift?"	"user-73_2014-12-18_11-08-22_utt_007.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"3991"	"Frag: Wo ist der Lift?"	"user-73_2014-12-18_11-08-22_utt_008.wav"	"where is the lift"	"where is the lift"	"correct"	"correct"
"3992"	"Sag: Das Zimmer ist dreckig"	"user-73_2014-12-18_11-08-22_utt_010.wav"	"my room is dirty"	"my room is dirty"	"correct"	"correct"
"3994"	"Sag: Ich habe keine Reservation"	"user-73_2014-12-18_11-08-22_utt_015.wav"	"i have no reservation"	"i have no reservation"	"correct"	"correct"
"3995"	"Frag: 2 Musical-Tickets"	"user-73_2014-12-18_11-08-22_utt_017.wav"	"i would like three musical tickets"	"i would like two musical tickets"	"correct"	"correct"
"3996"	"Sag: Ich möchte am Freitagabend gehen"	"user-73_2014-12-18_11-08-22_utt_018.wav"	"i would like to leave on friday evening"	"i would like to leave on friday evening"	"correct"	"correct"
"3997"	"Sag: Ich möchte am Freitagabend gehen"	"user-73_2014-12-18_11-08-22_utt_019.wav"	"i would like to leave on friday evening"	"i would like to leave on friday evening"	"correct"	"correct"
"3998"	"Frag: 2 Tickets für Mamma Mia"	"user-73_2014-12-18_11-08-22_utt_021.wav"	"i'd like two tickets for mamma mia"	"i would like two tickets for mamma mia"	"correct"	"correct"
"3999"	"Sag: Ich möchte in der siebten Reihe sitzen"	"user-73_2014-12-18_11-08-22_utt_022.wav"	"i would like to sit in the seven row"	"i would like to sit in the seventh row"	"correct"	"correct"
"4000"	"Frag: Tickets für das Naturhistorische Museum"	"user-73_2014-12-18_11-08-22_utt_023.wav"	"i would like tickets for the natural history museum"	"i would like tickets for the natural history museum"	"correct"	"correct"
"4001"	"Frag: 4 Tickets"	"user-73_2014-12-18_11-08-22_utt_024.wav"	"i would like four tickets"	"i would like four tickets"	"correct"	"correct"
"4002"	"Frag: 2 Musical-Tickets"	"user-73_2014-12-18_11-08-22_utt_028.wav"	"i would like two musical tickets"	"i would like two musical tickets"	"correct"	"correct"
"4003"	"Frag: ein Ticket für Sonntagabend"	"user-73_2014-12-18_11-08-22_utt_029.wav"	"i would like a ticket for sunday evening"	"i would like a ticket for sunday evening"	"correct"	"correct"
"4004"	"Frag: 2 Tickets für das Phantom der Oper"	"user-73_2014-12-18_11-08-22_utt_030.wav"	"i would like two tickets for the phantom the water"	"i would like two tickets for the phantom the oper*v"	"incorrect"	"correct"
"4005"	"Sag: Ich möchte in der sechsten Reihe sitzen"	"user-73_2014-12-18_11-08-22_utt_031.wav"	"i would like to sit in the sixth row"	"i would like sit in the sixth row"	"incorrect"	"correct"
"4006"	"Frag: Tickets für die National Gallery"	"user-73_2014-12-18_11-08-22_utt_032.wav"	"i would like tickets for the national gallery"	"i would like tickets for the national gallery"	"correct"	"correct"
"4007"	"Frag: 4 Tickets"	"user-73_2014-12-18_11-08-22_utt_033.wav"	"i need four tickets"	"i need four tickets"	"correct"	"correct"
"4008"	"Sag: Mir geht es gut"	"user-73_2014-12-18_11-21-47_utt_002.wav"	"i'm fine"	"i'm fine"	"correct"	"correct"
"4009"	"Frag: Sandalen"	"user-73_2014-12-18_11-21-47_utt_003.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"4010"	"Frag: rote Sandalen"	"user-73_2014-12-18_11-21-47_utt_004.wav"	"i would like red sandals"	"i would like red sandals"	"correct"	"correct"
"4012"	"Frag: Jeans"	"user-73_2014-12-18_11-21-47_utt_006.wav"	"i would like jeans"	"i would like jeans"	"correct"	"correct"
"4013"	"Frag: braune Jeans"	"user-73_2014-12-18_11-21-47_utt_007.wav"	"i would like brown jeans"	"i would like brown jeans"	"correct"	"correct"
"4015"	"Sag: Dies ist zu klein"	"user-73_2014-12-18_11-21-47_utt_009.wav"	"this is too small"	"this is too small"	"correct"	"correct"
"4017"	"Sag, dass du es nicht möchtest"	"user-73_2014-12-18_11-21-47_utt_011.wav"	"i do not want this"	"i do not want this"	"correct"	"correct"
"4018"	"Sag: Mir geht es gut"	"user-73_2014-12-18_11-21-47_utt_013.wav"	"i would buy"	"i'm fine"	"correct"	"correct"
"4019"	"Frag: Sandalen"	"user-73_2014-12-18_11-21-47_utt_014.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"4020"	"Frag: rote Sandalen"	"user-73_2014-12-18_11-21-47_utt_015.wav"	"i would like red sandals"	"i would like red sandals"	"correct"	"correct"
"4022"	"Frag: ein Hemd"	"user-73_2014-12-18_11-21-47_utt_017.wav"	"i would like a shirt"	"i would like a shirt"	"correct"	"correct"
"4023"	"Frag: ein pinkiges Hemd"	"user-73_2014-12-18_11-21-47_utt_018.wav"	"i would like a t-shirt"	"i would like a pink shirt"	"correct"	"correct"
"4025"	"Sag: Dies ist zu eng"	"user-73_2014-12-18_11-21-47_utt_021.wav"	"this is too tight"	"this is too tight"	"correct"	"correct"
"4026"	"Sag du möchtest nicht: dieses Hemd"	"user-73_2014-12-18_11-21-47_utt_022.wav"	"i do not want dessert"	"i do not want this shirt"	"correct"	"correct"
"4027"	"Sag, dass du es nicht möchtest"	"user-73_2014-12-18_11-21-47_utt_023.wav"	"i do not want this"	"i do not want this"	"correct"	"correct"
"4028"	"Sag: Mir geht es gut"	"user-73_2014-12-18_11-21-47_utt_025.wav"	"i will buy"	"i'm fine"	"correct"	"correct"
"4029"	"Frag: Sandalen"	"user-73_2014-12-18_11-21-47_utt_026.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"4030"	"Frag: braune Sandalen"	"user-73_2014-12-18_11-21-47_utt_027.wav"	"i would like brown sandals"	"i would like brown sandals"	"correct"	"correct"
"4032"	"Frag: ein Sweatshirt"	"user-73_2014-12-18_11-21-47_utt_030.wav"	"i need a sweatshirt"	"i need a sweatshirt"	"correct"	"correct"
"4033"	"Frag: ein weisses Sweatshirt"	"user-73_2014-12-18_11-21-47_utt_031.wav"	"i would like white sweatshirt"	"i would like a white sweatshirt"	"correct"	"correct"
"4036"	"Sag: Dies ist zu teuer"	"user-73_2014-12-18_11-21-47_utt_035.wav"	"this is too expensive"	"this is too expensive"	"correct"	"correct"
"4037"	"Sag: Mir geht es gut"	"user-73_2014-12-18_11-21-47_utt_038.wav"	"i buy"	"i am fine"	"correct"	"correct"
"4038"	"Frag: Sandalen"	"user-73_2014-12-18_11-21-47_utt_039.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"4039"	"Frag: braune Sandalen"	"user-73_2014-12-18_11-21-47_utt_040.wav"	"i would like brown sandals"	"i would like brown sandals"	"correct"	"correct"
"4041"	"Frag: Hosen"	"user-73_2014-12-18_11-21-47_utt_043.wav"	"i would like carrots"	"i would like pants"	"correct"	"correct"
"4042"	"Frag: Hosen"	"user-73_2014-12-18_11-21-47_utt_044.wav"	"i would like pants"	"i would like pants"	"correct"	"correct"
"4043"	"Frag: violette Hosen"	"user-73_2014-12-18_11-21-47_utt_045.wav"	"i would like for a"	"i would like purple pants"	"correct"	"correct"
"4044"	"Frag: violette Hosen"	"user-73_2014-12-18_11-21-47_utt_046.wav"	"i would like a hairdryer"	"i would like purple pants"	"correct"	"correct"
"4046"	"Frag: Wie viel kostet die Hose?"	"user-73_2014-12-18_11-21-47_utt_048.wav"	"how much does the carrot cake"	"how much does the pants coast"	"incorrect"	"correct"
"4047"	"Sag: Die Hose ist zu teuer"	"user-73_2014-12-18_11-21-47_utt_049.wav"	"i am a too expensive"	"the pants are too expensive"	"correct"	"correct"
"4048"	"Sag: Mir geht es gut"	"user-73_2014-12-18_11-21-47_utt_052.wav"	"i buy"	"i'm fine"	"correct"	"correct"
"4049"	"Frag: Stiefel"	"user-73_2014-12-18_11-21-47_utt_053.wav"	"i would like boots"	"i would like boots"	"correct"	"correct"
"4050"	"Frag: weisse Stiefel"	"user-73_2014-12-18_11-21-47_utt_054.wav"	"i would like white boots"	"i would like white boots"	"correct"	"correct"
"4052"	"Frag: ein Hemd"	"user-73_2014-12-18_11-21-47_utt_057.wav"	"i would like a shirt"	"i would like a shirt"	"correct"	"correct"
"4053"	"Frag: ein weisses Hemd"	"user-73_2014-12-18_11-21-47_utt_058.wav"	"i would like a white shirt"	"i would like a white shirt"	"correct"	"correct"
"4056"	"Sag: Dies ist zu teuer"	"user-73_2014-12-18_11-21-47_utt_062.wav"	"this is too expensive"	"this is too expensive"	"correct"	"correct"
"4058"	"Frag: Zimmer für 5 Nächte"	"user-73_2014-12-18_17-11-49_utt_004.wav"	"i would like a room for five nights"	"i would like a room for five nights"	"correct"	"correct"
"4059"	"Frag: Junior Suite"	"user-73_2014-12-18_17-11-49_utt_005.wav"	"i would like a junior suite"	"i would like a junior suite"	"correct"	"correct"
"4060"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-73_2014-12-18_17-11-49_utt_007.wav"	"i would like to pay with post card"	"i would like to pay with post card"	"correct"	"correct"
"4061"	"Sag: Ich möchte mit Euros bezahlen"	"user-73_2014-12-18_17-11-49_utt_008.wav"	"i would like to pay with euros"	"i would like to pay with euros"	"correct"	"correct"
"4062"	"Frag: Gibt es ein Fitnessstudio?"	"user-73_2014-12-18_17-11-49_utt_009.wav"	"is there a fitness studio"	"is there a fitness studio"	"correct"	"correct"
"4063"	"Frag: Wo ist das Fitnessstudio?"	"user-73_2014-12-18_17-11-49_utt_010.wav"	"where is the fitness studio"	"where is the fitness studio"	"correct"	"correct"
"4064"	"Sag: Das Badezimmer ist dreckig"	"user-73_2014-12-18_17-11-49_utt_012.wav"	"the bathroom is dirty"	"the bathroom is dirty"	"correct"	"correct"
"4067"	"Frag: 2 Musical-Tickets"	"user-73_2014-12-18_17-11-49_utt_017.wav"	"i would like two musical tickets"	"i would like two musical tickets"	"correct"	"correct"
"4068"	"Frag: 2 Musical-Tickets"	"user-73_2014-12-18_17-11-49_utt_018.wav"	"i would like two musical tickets"	"i would like two musical tickets"	"correct"	"correct"
"4069"	"Frag: ein Ticket für Donnerstagabend"	"user-73_2014-12-18_17-11-49_utt_019.wav"	"i would like a ticket for thursday evening"	"i would like a ticket for thursday evening"	"correct"	"correct"
"4070"	"Frag: 2 Tickets für das Phantom der Oper"	"user-73_2014-12-18_17-11-49_utt_021.wav"	"i would like two tickets for the phantom of the opera"	"i would like two tickets for the phantom the oper*v"	"incorrect"	"correct"
"4071"	"Frag: Ticket für dieses Musical"	"user-73_2014-12-18_17-11-49_utt_022.wav"	"i would like a ticket for this musical"	"i would like a ticket for this musical"	"correct"	"correct"
"4072"	"Sag: Ich möchte hinten sitzen"	"user-73_2014-12-18_17-11-49_utt_023.wav"	"i would like to sit back"	"i would like to sit back"	"incorrect"	"incorrect"
"4073"	"Frag: Tickets für die National Gallery"	"user-73_2014-12-18_17-11-49_utt_024.wav"	"i would like tickets for the national gallery"	"i would like tickets for the national gallery"	"correct"	"correct"
"4074"	"Frag: 2 Tickets"	"user-73_2014-12-18_17-11-49_utt_025.wav"	"i need two tickets"	"i need two tickets"	"correct"	"correct"
"4075"	"Frag: 2 Musical-Tickets"	"user-73_2014-12-18_17-11-49_utt_028.wav"	"i would like two musical tickets"	"i would like two musical tickets"	"correct"	"correct"
"4076"	"Frag: ein Ticket für heute Abend"	"user-73_2014-12-18_17-11-49_utt_029.wav"	"i would like a ticket for tonight"	"i would like a ticket for tonight"	"correct"	"correct"
"4077"	"Frag: 2 Tickets für Mamma Mia"	"user-73_2014-12-18_17-11-49_utt_031.wav"	"i would like two tickets for mamma mia"	"i would like two tickets for mamma mia"	"correct"	"correct"
"4078"	"Sag: Ich möchte in der sechsten Reihe sitzen"	"user-73_2014-12-18_17-11-49_utt_032.wav"	"i would like to sit in the sixth row"	"i would like to sit in the sixth row"	"correct"	"correct"
"4079"	"Frag: Tickets für das British Museum"	"user-73_2014-12-18_17-11-49_utt_033.wav"	"i would like tickets for the british museum"	"i would like tickets for the british museum"	"correct"	"correct"
"4080"	"Frag: 4 Tickets"	"user-73_2014-12-18_17-11-49_utt_034.wav"	"i need four tickets"	"i need four tickets"	"correct"	"correct"
"4082"	"Frag: 1 Musical-Ticket"	"user-73_2014-12-18_17-11-49_utt_038.wav"	"i would like one ticket for the musical"	"i would like one ticket for the musical"	"correct"	"correct"
"4083"	"Sag: Mir geht es gut"	"user-73_2014-12-18_17-11-49_utt_040.wav"	"i'm fine"	"i'm fine"	"correct"	"correct"
"4084"	"Frag: Stiefel"	"user-73_2014-12-18_17-11-49_utt_041.wav"	"i would like boots"	"i would like boots"	"correct"	"correct"
"4085"	"Frag: blaue Stiefel"	"user-73_2014-12-18_17-11-49_utt_042.wav"	"i would like blue boots"	"i would like blue boots"	"correct"	"correct"
